x_position,y_position
-0.7671207941602916,0.46890978561714297
0.29847895132060204,0.3735851903223889
1.3663858618557005,0.3111097183365885
2.43664070364103,0.30036937735537583
3.504707364123819,0.3682753484731595
4.558698937505344,0.5483540081496667
5.5967088497069275,0.8141330176446185
6.635815417363933,1.0648237400581413
7.6990006305284036,1.183377882486361
8.770750530381221,1.194805389391708
9.83612521194124,1.1061311447938897
10.887772015253011,0.9070304093365736
11.917224653766011,0.6101790781973632
12.897767556756241,0.1816011280082084
13.896680358364458,-0.20171247426954997
14.979689449546695,-0.1884193400640357
15.904544834995846,0.3294427394401424
16.590699310449356,1.1798597127855905
17.01678185190966,2.1606674902666443
17.08841653574862,3.226263269121693
16.891022180261018,4.283659971888407
16.557185726842985,5.299790801199363
16.18809105758712,6.304016872282991
15.799686402207723,7.300809632380256
15.384683749863271,8.286937220836306
14.937952866186128,9.259138720186353
14.45678704793533,10.214753857898089
13.939963837653478,11.151426951469322
13.382338257670364,12.064934908737362
12.773821590733224,12.945705960016976
12.098530568897347,13.775006829703075
11.39521285279713,14.581384070891588
10.7469720754888,15.432183057106496
10.164421317774892,16.33060734871349
9.62028569212254,17.251723532915275
9.069272583026901,18.168635328733753
8.483906455447254,19.064337570907583
7.8632041720867285,19.935597329412904
7.227747930586375,20.796347939950277
6.598281200915706,21.66148851443307
5.960017365062757,22.519813342556112
5.316941105728686,23.37469124910973
4.706523437686355,24.254823237534474
4.0950364356176685,25.131316696652018
3.4271148245996605,25.96202751048297
2.7567496668597213,26.808683554269187
2.0439827363341956,27.608895097701943
1.113790733473735,28.119819042028457
0.04069207868370583,28.298180337551294
-1.0275820315207191,28.230611775885784
-2.0860356595727905,28.068882059226766
-3.1381854151495943,27.875211735346536
-4.173319865259191,27.609149926676793
-5.203682851729733,27.318201614332214
-6.240228664332851,27.0501105794883
-7.2589942697782766,26.729522235958605
-8.25641072945486,26.341185874784536
-9.25939637305279,25.9649996857004
-10.281633196069262,25.650790058099105
-11.32290588535673,25.40563471884679
-12.3619167551186,25.15103900759314
-13.384925124238027,24.837407421721807
-14.39771206702989,24.491561821194093
-15.401692064646111,24.122287164209922
-16.397498160990406,23.730594490267585
-17.40366475648349,23.36774542646005
-18.410893107213514,23.008309904142116
-19.336670751818115,22.44260677026091
-20.01554019170704,21.600753219623194
-20.25366460056964,20.57031081626979
-20.142282513587627,19.480093574495076
-19.868302097447227,18.440879604851673
-19.511903813539096,17.43650156983503
-19.152605986075447,16.42706281647708
-18.908205859189987,15.38722849583732
-18.729944531607572,14.331507613567771
-18.450474590709906,13.300397762107494
-18.105219720555272,12.285745916704466
-17.770746002987853,11.26944701320902
-17.43486168842446,10.25439172607891
-17.091035338212272,9.241261045059803
-16.748598124012968,8.226805861096851
-16.378111267139946,7.22384201666857
-15.945896972336577,6.246267698962558
-15.476297004811276,5.282049982965635
-14.957808713461242,4.345411941668476
-14.317721021135311,3.4912782472380557
-13.565924593912815,2.7251450687185157
-12.751195963351684,2.029098045643357
-11.880750443311443,1.4100111265340396
-10.96060425837722,0.864009387786393
-10.006474859250464,0.36997932657060695
-9.011186947953362,-0.019462094936003704
-7.962001839333616,-0.22677808316984763
-6.889228412936504,-0.2789569118380789
-5.820311956831289,-0.23503950698788814
-4.753527500034588,-0.1575345924971839
-3.6870555049570024,-0.07230891093664471
-2.622382623494158,0.032110584617191976
-1.5611400234047323,0.16882908949628472
