x_position,y_position
-13.390352199843623,-4.34580382052809
-12.738731541767471,-4.09901219366666
-12.090029197266102,-3.844960249436825
-11.429373822425319,-3.62550828029718
-10.77906297966233,-3.3750658437132643
-10.116920900490308,-3.1583549235282162
-9.46122135134935,-2.922485104293191
-8.796263588616972,-2.714315341786147
-8.123431215865697,-2.5330922326712084
-7.449879011215334,-2.354485879297035
-6.781562482998408,-2.157579550758611
-6.110320116340756,-1.970823125428835
-5.45069590715735,-1.7457855998219851
-4.7843496958680936,-1.5425596752012258
-4.118799886298942,-1.3361889696330171
-3.4540861911394027,-1.1274228473753851
-2.7954552310067946,-0.8998237708506397
-2.1367882275791135,-0.6724653689694129
-1.4793846690676133,-0.4417032999660868
-0.8131694857733046,-0.23724326111151273
-0.1412611252204857,-0.05292286907876456
0.53909043265143,0.09753364498631585
1.226108925406606,0.21432528299738826
1.9208340431522894,0.26159790554628765
2.617234771628431,0.2473608796086986
3.3012871349028416,0.1125842176974306
3.967906047212898,-0.08911378700646595
4.568002339203094,-0.44160675177566
5.144171007332146,-0.833031591988613
5.622646332256246,-1.338730355583074
6.051402831714192,-1.888176461113726
6.4662386006267605,-2.4479703766793564
6.897782401270059,-2.995062328434934
7.349061020320323,-3.525943462548587
7.804727023741638,-4.053133869721738
8.269242459907932,-4.572453436456001
8.723491052793523,-5.100793935578361
9.213543398441388,-5.596176519389259
9.701824266470254,-6.093252136955972
10.189038869573126,-6.591353204588964
10.684728725722344,-7.081042052855336
11.166613806153542,-7.5844319034758305
11.617059093587002,-8.115961293325947
12.037102131339838,-8.671869639918494
12.421461471928671,-9.253135234910332
12.731850800885976,-9.876635570557664
12.973796658017333,-10.530221833705726
13.121245478407262,-11.209630048164941
13.16191143945946,-11.906325300925014
13.079011620289249,-12.59722943633028
12.900300450544494,-13.269649980979604
12.623909273608083,-13.910315503831866
12.20828604088094,-14.468886727394747
11.74676817113096,-14.98855461419472
11.184404905146991,-15.400507833692865
10.596133386926658,-15.773477035308348
9.971727394500979,-16.082958087961593
9.341124581740281,-16.37944643748617
8.716948193894382,-16.68698625225087
8.104930331110353,-17.020318218549967
7.51252744974514,-17.387252572245146
6.934064793804338,-17.77518738194451
6.406990732484697,-18.230834002741844
5.884650352631171,-18.691878332033138
5.363845170233594,-19.154641104419568
4.8646756558799975,-19.640864304987705
4.352861999257826,-20.113517452487716
3.8182047401676695,-20.560369723238754
3.2170660386063767,-20.91086928713512
2.577789838197489,-21.188669135590594
1.9102417790370796,-21.385278608805393
1.2188784675260245,-21.479213907892415
0.5259999647555474,-21.423219385856505
-0.15274216012942873,-21.272359802374755
-0.7914407034347817,-20.991715810207438
-1.3663229742270158,-20.598719123717792
-1.916243937986072,-20.17164105820049
-2.4219060411674525,-19.691856200040544
-2.9581090456902475,-19.247197351365426
-3.491783063583305,-18.800675115359535
-4.038105066374022,-18.368100842097608
-4.60060766482329,-17.957437276043798
-5.128857812501305,-17.50262827662691
-5.650029499411568,-17.040147290184226
-6.166516617265943,-16.572497517625028
-6.669676575844492,-16.090426412789437
-7.17106044421519,-15.606808504067555
-7.6554537804401495,-15.106107848821114
-8.13945175577707,-14.604913985665661
-8.600758005727275,-14.082687061146563
-9.030988772433066,-13.537297570756886
-9.460475278088797,-12.98878447322723
-9.833580212429647,-12.399983618217583
-10.178756248209995,-11.794841806722248
-10.508000763597341,-11.180688574964313
-10.823580757025383,-10.55979447268854
-11.091222179040548,-9.916321065074301
-11.338705366875228,-9.265000317985784
-11.559306034068205,-8.604003977967782
-11.791354097193107,-7.946987545583397
