x,y,z,heading,time
378629.52951114485,3853369.632131704,0,0,0
378629.6408253511,3853369.65279335,0,0,0
378629.6408253511,3853369.65279335,0,0,0
378629.74206501106,3853369.6944416626,0,0,0
378629.74206501106,3853369.6944416626,0,0,0
378629.8525596025,3853369.7342438065,0,0,0
378629.8525596025,3853369.7342438065,0,0,0
378629.96289059706,3853369.761203901,0,0,0
378629.96289059706,3853369.761203901,0,0,0
378630.05991535325,3853369.796445635,0,0,0
378630.05991535325,3853369.796445635,0,0,0
378630.16578144935,3853369.821937255,0,0,0
378630.16578144935,3853369.821937255,0,0,0
378630.27196631447,3853369.8561678636,0,0,0
378630.27196631447,3853369.8561678636,0,0,0
378630.35790331475,3853369.8986275424,0,0,0
378630.35790331475,3853369.8986275424,0,0,0
378630.4645682237,3853369.93084174,0,0,0
378630.4645682237,3853369.93084174,0,0,0
378630.5660474713,3853369.963695372,0,0,0
378630.5660474713,3853369.963695372,0,0,0
378630.6682649063,3853369.997620664,0,0,0
378630.6682649063,3853369.997620664,0,0,0
378630.7710145558,3853370.0275244964,0,0,0
378630.7710145558,3853370.0275244964,0,0,0
378630.8778900126,3853370.0576715353,0,0,0
378630.8778900126,3853370.0576715353,0,0,0
378630.97742417664,3853370.096010722,0,0,0
378630.97742417664,3853370.096010722,0,0,0
378631.0741775093,3853370.1397639085,0,0,0
378631.0741775093,3853370.1397639085,0,0,0
378631.1770079393,3853370.1701738457,0,0,0
378631.1770079393,3853370.1701738457,0,0,0
378631.2813523278,3853370.201820757,0,0,0
378631.2813523278,3853370.201820757,0,0,0
378631.3835913555,3853370.237519639,0,0,0
378631.3835913555,3853370.237519639,0,0,0
378631.4785845841,3853370.2703232667,0,0,0
378631.4785845841,3853370.2703232667,0,0,0
378631.58160007215,3853370.306475443,0,0,0
378631.58160007215,3853370.306475443,0,0,0
378631.6770937349,3853370.3451827075,0,0,0
378631.6770937349,3853370.3451827075,0,0,0
378631.781718764,3853370.3753452823,0,0,0
378631.781718764,3853370.3753452823,0,0,0
378631.8864085797,3853370.4066943293,0,0,0
378631.8864085797,3853370.4066943293,0,0,0
378631.9899658817,3853370.4362187833,0,0,0
378631.9899658817,3853370.4362187833,0,0,0
378632.0927542231,3853370.477164426,0,0,0
378632.0927542231,3853370.477164426,0,0,0
378632.1973701531,3853370.5109150787,0,0,0
378632.1973701531,3853370.5109150787,0,0,0
378632.29237983655,3853370.5583975255,0,0,0
378632.29237983655,3853370.5583975255,0,0,0
378632.38276775635,3853370.592737033,0,0,0
378632.38276775635,3853370.592737033,0,0,0
378632.4908450509,3853370.6260471935,0,0,0
378632.4908450509,3853370.6260471935,0,0,0
378632.5908661107,3853370.653990589,0,0,0
378632.5908661107,3853370.653990589,0,0,0
378632.7070373246,3853370.681935356,0,0,0
378632.7070373246,3853370.681935356,0,0,0
378632.8115532659,3853370.721108438,0,0,0
378632.8115532659,3853370.721108438,0,0,0
378632.9116839345,3853370.7563159224,0,0,0
378632.9116839345,3853370.7563159224,0,0,0
378633.01591310534,3853370.7909635706,0,0,0
378633.01591310534,3853370.7909635706,0,0,0
378633.01591310534,3853370.7909635706,0,0,0
378633.12780371704,3853370.822112943,0,0,0
378633.23084393074,3853370.848583511,0,0,0
378633.23084393074,3853370.848583511,0,0,0
378633.3297560384,3853370.8773637726,0,0,0
378633.3297560384,3853370.8773637726,0,0,0
378633.43306283647,3853370.905140198,0,0,0
378633.43306283647,3853370.905140198,0,0,0
378633.54023605003,3853370.9321404705,0,0,0
378633.54023605003,3853370.9321404705,0,0,0
378633.64072306233,3853370.9643537384,0,0,0
378633.64072306233,3853370.9643537384,0,0,0
378633.74054706015,3853370.9857182084,0,0,0
378633.74054706015,3853370.9857182084,0,0,0
378633.84047854523,3853371.0111318217,0,0,0
378633.84047854523,3853371.0111318217,0,0,0
378633.9540769781,3853371.032954153,0,0,0
378633.9540769781,3853371.032954153,0,0,0
378634.0518681165,3853371.058668084,0,0,0
378634.0518681165,3853371.058668084,0,0,0
378634.0518681165,3853371.058668084,0,0,0
378634.15245477896,3853371.082292046,0,0,0
378634.2584636921,3853371.1049032244,0,0,0
378634.2584636921,3853371.1049032244,0,0,0
378634.3652981802,3853371.1276970017,0,0,0
378634.3652981802,3853371.1276970017,0,0,0
378634.4689690594,3853371.149147595,0,0,0
378634.4689690594,3853371.149147595,0,0,0
378634.57733832474,3853371.167904941,0,0,0
378634.57733832474,3853371.167904941,0,0,0
378634.6777864577,3853371.18961502,0,0,0
378634.6777864577,3853371.18961502,0,0,0
378634.7901543529,3853371.204799075,0,0,0
378634.7901543529,3853371.204799075,0,0,0
378634.8904907025,3853371.226710033,0,0,0
378634.8904907025,3853371.226710033,0,0,0
378634.9908997335,3853371.2445120136,0,0,0
378634.9908997335,3853371.2445120136,0,0,0
378635.0977833137,3853371.258010967,0,0,0
378635.0977833137,3853371.258010967,0,0,0
378635.2038501648,3853371.2745455443,0,0,0
378635.2038501648,3853371.2745455443,0,0,0
378635.31234197324,3853371.2827226887,0,0,0
378635.31234197324,3853371.2827226887,0,0,0
378635.4171368339,3853371.292418687,0,0,0
378635.4171368339,3853371.292418687,0,0,0
378635.52500405116,3853371.313151633,0,0,0
378635.52500405116,3853371.313151633,0,0,0
378635.6307834803,3853371.317810158,0,0,0
378635.6307834803,3853371.317810158,0,0,0
378635.7311439876,3853371.328948859,0,0,0
378635.7311439876,3853371.328948859,0,0,0
378635.83973346616,3853371.3169578593,0,0,0
378635.83973346616,3853371.3169578593,0,0,0
378635.95015480334,3853371.31470007,0,0,0
378635.95015480334,3853371.31470007,0,0,0
378636.0561704212,3853371.3111062828,0,0,0
378636.0561704212,3853371.3111062828,0,0,0
378636.16612038313,3853371.3209945983,0,0,0
378636.16612038313,3853371.3209945983,0,0,0
378636.27881192556,3853371.3067855774,0,0,0
378636.27881192556,3853371.3067855774,0,0,0
378636.38065203204,3853371.3119230247,0,0,0
378636.38065203204,3853371.3119230247,0,0,0
378636.49353078863,3853371.3038319545,0,0,0
378636.49353078863,3853371.3038319545,0,0,0
378636.49353078863,3853371.3038319545,0,0,0
378636.60692882177,3853371.289763361,0,0,0
378636.7132840968,3853371.272136341,0,0,0
378636.7132840968,3853371.272136341,0,0,0
378636.8192285263,3853371.253178786,0,0,0
378636.8192285263,3853371.253178786,0,0,0
378636.9233116575,3853371.236186369,0,0,0
378636.9233116575,3853371.236186369,0,0,0
378637.02407008,3853371.2067870884,0,0,0
378637.02407008,3853371.2067870884,0,0,0
378637.1256741496,3853371.182912952,0,0,0
378637.1256741496,3853371.182912952,0,0,0
378637.2313818262,3853371.162504625,0,0,0
378637.2313818262,3853371.162504625,0,0,0
378637.34324208053,3853371.139940445,0,0,0
378637.34324208053,3853371.139940445,0,0,0
378637.44654061313,3853371.1161798653,0,0,0
378637.44654061313,3853371.1161798653,0,0,0
378637.55894049787,3853371.0815751175,0,0,0
378637.55894049787,3853371.0815751175,0,0,0
378637.65977329283,3853371.042225317,0,0,0
378637.65977329283,3853371.042225317,0,0,0
378637.7633460199,3853371.0014403886,0,0,0
378637.7633460199,3853371.0014403886,0,0,0
378637.8700044981,3853370.9601173033,0,0,0
378637.8700044981,3853370.9601173033,0,0,0
378637.9709244851,3853370.9261147566,0,0,0
378637.9709244851,3853370.9261147566,0,0,0
378638.06903305324,3853370.876884363,0,0,0
378638.06903305324,3853370.876884363,0,0,0
378638.15719389875,3853370.825215836,0,0,0
378638.15719389875,3853370.825215836,0,0,0
378638.25563314825,3853370.7612943025,0,0,0
378638.25563314825,3853370.7612943025,0,0,0
378638.3412024873,3853370.711287583,0,0,0
378638.3412024873,3853370.711287583,0,0,0
378638.4278906247,3853370.6542326105,0,0,0
378638.4278906247,3853370.6542326105,0,0,0
378638.51976081857,3853370.5926156924,0,0,0
378638.51976081857,3853370.5926156924,0,0,0
378638.60570093605,3853370.5440034596,0,0,0
378638.60570093605,3853370.5440034596,0,0,0
378638.69752471184,3853370.4756249613,0,0,0
378638.69752471184,3853370.4756249613,0,0,0
378638.790426286,3853370.4161331127,0,0,0
378638.790426286,3853370.4161331127,0,0,0
378638.8776925077,3853370.359108531,0,0,0
378638.8776925077,3853370.359108531,0,0,0
378638.9704649087,3853370.296226541,0,0,0
378638.9704649087,3853370.296226541,0,0,0
378639.0526118672,3853370.22794164,0,0,0
378639.0526118672,3853370.22794164,0,0,0
378639.13983080967,3853370.1537025133,0,0,0
378639.13983080967,3853370.1537025133,0,0,0
378639.219375932,3853370.0805885848,0,0,0
378639.219375932,3853370.0805885848,0,0,0
378639.2924838193,3853370.0011208015,0,0,0
378639.2924838193,3853370.0011208015,0,0,0
378639.37152638333,3853369.9271248817,0,0,0
378639.37152638333,3853369.9271248817,0,0,0
378639.4497101971,3853369.829357479,0,0,0
378639.4497101971,3853369.829357479,0,0,0
378639.51394750294,3853369.74917067,0,0,0
378639.51394750294,3853369.74917067,0,0,0
378639.5861760235,3853369.662942615,0,0,0
378639.5861760235,3853369.662942615,0,0,0
378639.6531785773,3853369.5772834253,0,0,0
378639.6531785773,3853369.5772834253,0,0,0
378639.7184343972,3853369.4918025294,0,0,0
378639.7184343972,3853369.4918025294,0,0,0
378639.77835139126,3853369.395548899,0,0,0
378639.77835139126,3853369.395548899,0,0,0
378639.84354317794,3853369.305289739,0,0,0
378639.84354317794,3853369.305289739,0,0,0
378639.84354317794,3853369.305289739,0,0,0
378639.91367789346,3853369.2246019566,0,0,0
378639.98111186177,3853369.142702832,0,0,0
378639.98111186177,3853369.142702832,0,0,0
378640.05845005985,3853369.057895227,0,0,0
378640.05845005985,3853369.057895227,0,0,0
378640.1248539035,3853368.971676868,0,0,0
378640.1248539035,3853368.971676868,0,0,0
378640.18982505647,3853368.884432398,0,0,0
378640.18982505647,3853368.884432398,0,0,0
378640.24790970114,3853368.7944179485,0,0,0
378640.24790970114,3853368.7944179485,0,0,0
378640.32336672634,3853368.703795384,0,0,0
378640.32336672634,3853368.703795384,0,0,0
378640.377304507,3853368.62337468,0,0,0
378640.377304507,3853368.62337468,0,0,0
378640.44359480764,3853368.545960945,0,0,0
378640.44359480764,3853368.545960945,0,0,0
378640.5124207504,3853368.4656599583,0,0,0
378640.5124207504,3853368.4656599583,0,0,0
378640.57549923146,3853368.3914751075,0,0,0
378640.57549923146,3853368.3914751075,0,0,0
378640.63169284456,3853368.304355298,0,0,0
378640.63169284456,3853368.304355298,0,0,0
378640.6986958411,3853368.210349169,0,0,0
378640.6986958411,3853368.210349169,0,0,0
378640.76632594527,3853368.135726381,0,0,0
378640.76632594527,3853368.135726381,0,0,0
378640.82996469364,3853368.0500943502,0,0,0
378640.82996469364,3853368.0500943502,0,0,0
378640.89465229434,3853367.9611428515,0,0,0
378640.89465229434,3853367.9611428515,0,0,0
378640.9730357855,3853367.881737484,0,0,0
378640.9730357855,3853367.881737484,0,0,0
378641.0446349956,3853367.79166473,0,0,0
378641.0446349956,3853367.79166473,0,0,0
378641.10663492704,3853367.7101292443,0,0,0
378641.10663492704,3853367.7101292443,0,0,0
378641.18723939057,3853367.629446757,0,0,0
378641.18723939057,3853367.629446757,0,0,0
378641.2540713906,3853367.546494322,0,0,0
378641.2540713906,3853367.546494322,0,0,0
378641.329624093,3853367.4644710682,0,0,0
378641.329624093,3853367.4644710682,0,0,0
378641.40210938605,3853367.378797801,0,0,0
378641.40210938605,3853367.378797801,0,0,0
378641.4711069206,3853367.2988401493,0,0,0
378641.4711069206,3853367.2988401493,0,0,0
378641.5468137294,3853367.226326443,0,0,0
378641.5468137294,3853367.226326443,0,0,0
378641.61212497717,3853367.132029817,0,0,0
378641.61212497717,3853367.132029817,0,0,0
378641.6778851645,3853367.052957242,0,0,0
378641.6778851645,3853367.052957242,0,0,0
378641.75876084884,3853366.966565275,0,0,0
378641.75876084884,3853366.966565275,0,0,0
378641.8276078225,3853366.887020794,0,0,0
378641.8276078225,3853366.887020794,0,0,0
378641.8930573148,3853366.8084677802,0,0,0
378641.8930573148,3853366.8084677802,0,0,0
378641.97076561424,3853366.727770938,0,0,0
378641.97076561424,3853366.727770938,0,0,0
378642.0494726214,3853366.654210471,0,0,0
378642.0494726214,3853366.654210471,0,0,0
378642.12062835065,3853366.56595058,0,0,0
378642.12062835065,3853366.56595058,0,0,0
378642.1901340222,3853366.4789579804,0,0,0
378642.1901340222,3853366.4789579804,0,0,0
378642.2700392916,3853366.3950066064,0,0,0
378642.2700392916,3853366.3950066064,0,0,0
378642.34305669344,3853366.310858708,0,0,0
378642.34305669344,3853366.310858708,0,0,0
378642.4151359905,3853366.2182924547,0,0,0
378642.4151359905,3853366.2182924547,0,0,0
378642.4765868804,3853366.143452079,0,0,0
378642.4765868804,3853366.143452079,0,0,0
378642.5686113829,3853366.0657546455,0,0,0
378642.5686113829,3853366.0657546455,0,0,0
378642.65089245106,3853365.9936311813,0,0,0
378642.65089245106,3853365.9936311813,0,0,0
378642.71293440345,3853365.908979624,0,0,0
378642.71293440345,3853365.908979624,0,0,0
378642.7879433054,3853365.8197220783,0,0,0
378642.7879433054,3853365.8197220783,0,0,0
378642.8536212445,3853365.737490108,0,0,0
378642.8536212445,3853365.737490108,0,0,0
378642.93146227277,3853365.661740881,0,0,0
378642.93146227277,3853365.661740881,0,0,0
378643.0050672587,3853365.584264914,0,0,0
378643.0050672587,3853365.584264914,0,0,0
378643.088997493,3853365.509740273,0,0,0
378643.088997493,3853365.509740273,0,0,0
378643.1729131802,3853365.435003418,0,0,0
378643.1729131802,3853365.435003418,0,0,0
378643.2432369556,3853365.352512143,0,0,0
378643.2432369556,3853365.352512143,0,0,0
378643.314994141,3853365.269287437,0,0,0
378643.314994141,3853365.269287437,0,0,0
378643.3932570773,3853365.1859057033,0,0,0
378643.3932570773,3853365.1859057033,0,0,0
378643.4642914419,3853365.109332689,0,0,0
378643.4642914419,3853365.109332689,0,0,0
378643.54217287374,3853365.032789369,0,0,0
378643.54217287374,3853365.032789369,0,0,0
378643.6247170835,3853364.961177968,0,0,0
378643.6247170835,3853364.961177968,0,0,0
378643.70284119126,3853364.880763847,0,0,0
378643.70284119126,3853364.880763847,0,0,0
378643.7783337675,3853364.804297194,0,0,0
378643.7783337675,3853364.804297194,0,0,0
378643.86116085935,3853364.7277835542,0,0,0
378643.86116085935,3853364.7277835542,0,0,0
378643.93327871175,3853364.6546826707,0,0,0
378643.93327871175,3853364.6546826707,0,0,0
378644.0011363843,3853364.572175087,0,0,0
378644.0011363843,3853364.572175087,0,0,0
378644.07487492554,3853364.4959021662,0,0,0
378644.07487492554,3853364.4959021662,0,0,0
378644.1671107252,3853364.4204577263,0,0,0
378644.1671107252,3853364.4204577263,0,0,0
378644.24404411064,3853364.35116228,0,0,0
378644.24404411064,3853364.35116228,0,0,0
378644.3197204399,3853364.2670974866,0,0,0
378644.3197204399,3853364.2670974866,0,0,0
378644.39759078843,3853364.184682019,0,0,0
378644.39759078843,3853364.184682019,0,0,0
378644.473950097,3853364.1166255777,0,0,0
378644.473950097,3853364.1166255777,0,0,0
378644.54884441535,3853364.0432770047,0,0,0
378644.54884441535,3853364.0432770047,0,0,0
378644.62873473443,3853363.957598261,0,0,0
378644.62873473443,3853363.957598261,0,0,0
378644.70236259466,3853363.8828809904,0,0,0
378644.70236259466,3853363.8828809904,0,0,0
378644.77783064614,3853363.798173607,0,0,0
378644.77783064614,3853363.798173607,0,0,0
378644.8502237092,3853363.7047877694,0,0,0
378644.8502237092,3853363.7047877694,0,0,0
378644.91250879545,3853363.618588226,0,0,0
378644.91250879545,3853363.618588226,0,0,0
378644.9973024896,3853363.543984019,0,0,0
378644.9973024896,3853363.543984019,0,0,0
378645.0817233615,3853363.4677418564,0,0,0
378645.0817233615,3853363.4677418564,0,0,0
378645.1599253397,3853363.392532734,0,0,0
378645.1599253397,3853363.392532734,0,0,0
378645.2235110528,3853363.3166078706,0,0,0
378645.2235110528,3853363.3166078706,0,0,0
378645.2957310714,3853363.224530331,0,0,0
378645.2957310714,3853363.224530331,0,0,0
378645.35646509175,3853363.1412306977,0,0,0
378645.35646509175,3853363.1412306977,0,0,0
378645.4247636246,3853363.054239678,0,0,0
378645.4247636246,3853363.054239678,0,0,0
378645.5043034367,3853362.983880712,0,0,0
378645.5043034367,3853362.983880712,0,0,0
378645.5801044782,3853362.899926474,0,0,0
378645.5801044782,3853362.899926474,0,0,0
378645.65743542486,3853362.8196278275,0,0,0
378645.65743542486,3853362.8196278275,0,0,0
378645.71839665424,3853362.7247171192,0,0,0
378645.71839665424,3853362.7247171192,0,0,0
378645.7700430148,3853362.6334398095,0,0,0
378645.7700430148,3853362.6334398095,0,0,0
378645.84191264893,3853362.545696723,0,0,0
378645.84191264893,3853362.545696723,0,0,0
378645.9111381626,3853362.459813149,0,0,0
